record_id,doi,title,year,source_databases,query_ids,title_screen_decision,title_screen_exclusion_code,title_screen_confidence,title_screen_basis,abstract_screen_status,abstract_screen_priority
R-23cb2e7ed93bf0b3,10.1080/17538947.2017.1337820,2-D delineation of individual citrus trees from UAV-based dense photogrammetric surface models,2018,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-fdb483ed63d56282,10.1136/bjsports-2023-concussion.215,2.24 Testing performance in reaction time/eye tracking tasks using screen and paper and pencil assessments in Zambian football athletes,2024,OpenAlex,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-47bf248557c5a851,10.2337/db24-2009-lb,2009-LB: Deep Learning Enhances Chromatin Accessibility Signals and Discovers Links with Genetic Variations in Skeletal Muscle Rare Cells,2024,OpenAlex,Q7,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-ad97090c7ba87ce2,,2012-2013 U.S. Geological Survey LiDAR: Territory of Guam,2018,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-add77dd06689f159,,"2014 IEEE International Conference on Vehicular Electronics and Safety, ICVES 2014",2015,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-c5c5cc85dbe96823,,"2015 12th International Conference on Ubiquitous Robots and Ambient Intelligence, URAI 2015",2015,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-f1cf6f1d18f041dc,10.13020/d6c016,2015 Twin Cities Metropolitan Area Urban Tree Canopy Assessment,2015,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-07c7caad3eafd45d,,"2016 IEEE International Conference on Computational Intelligence and Computing Research, ICCIC 2016",2017,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-b29f1a9e05bdb846,,"2017 International Conference on Control, Automation and Information Sciences, ICCAIS 2017",2017,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-a274718f921ee5d1,,"2017 International Conference on Indoor Positioning and Indoor Navigation, IPIN 2017",2017,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-ac77176933acfad4,,"2017 International Conference on Intelligent Computing, Instrumentation and Control Technologies, ICICICT 2017",2017,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-6238374fec845fc6,,"2017 International Conference on Localization and GNSS, ICL-GNSS 2017",2018,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-506cf48a71ffcacb,,"2017 Symposium on Sensor Data Fusion: Trends, Solutions, Applications, SDF 2017",2017,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-40a5154873738875,,"2018 3rd International Conference on Robotics and Automation Engineering, ICRAE 2018",2018,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-3cbb3b23805764f2,,"2018 IEEE 4th International Conference on Identity, Security, and Behavior Analysis, ISBA 2018",2018,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-9593bb25e5d77bf5,,"2018 International Conference on Unmanned Aircraft Systems, ICUAS 2018",2018,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-411ca191667de6b8,,"2019 Joint Urban Remote Sensing Event, JURSE 2019",2019,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-644c6c55dcdd38d1,,"2020 IEEE International Conference on Consumer Electronics - Taiwan, ICCE-Taiwan 2020",2020,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-cb8cb7de2715b6ed,,"2020 IEEE International Conference on Informatics, IoT, and Enabling Technologies, ICIoT 2020",2020,Scopus,Q6,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-c3aba1cb1bcd2586,,"2020 IEEE International Conference on Multimedia and Expo, ICME 2020",2020,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-fa2efc672ea09fea,,"2020 IEEE International Conference on Real-Time Computing and Robotics, RCAR 2020",2020,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-7506292637ef46f7,,"2020 Virtual Symposium in Plant Omics Sciences, OMICAS 2020 - Conference Proceedings",2020,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c0353839903dd4d3,,"2021 11th Brazilian Symposium on Computing Systems Engineering, SBESC 2021",2021,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-5a0dd03329a951bd,,"2021 5th International Conference on Electrical, Telecommunication and Computer Engineering, ELTICOM 2021 - Proceedings",2021,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-4dad25e61b23dee2,,"2021 6th IEEE International Conference on Recent Advances and Innovations in Engineering, ICRAIE 2021",2022,Scopus,Q7,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-82016c9ddca24bad,,"2021 International Conference on Science and Contemporary Technologies, ICSCT 2021",2021,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-5d9fd8c3f38458b9,,"2022 2nd International Conference on Computer, Control and Robotics, ICCCR 2022",2022,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-a0cebfdb365a9037,,"2022 2nd International Conference on Image Processing and Robotics, ICIPRob 2022",2022,Scopus,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-4def3de668a2fb99,,"2022 3rd International Conference on Pattern Recognition and Machine Learning, PRML 2022",2022,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-8b255086f81be81b,,"2022 5th International Conference on Pattern Recognition and Artificial Intelligence, PRAI 2022",2022,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-9c8a523a4fb911b9,,"2022 7th Asia-Pacific Conference on Intelligent Robot Systems, ACIRS 2022",2022,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-317d1dc63c41209a,,"2022 9th International Conference on Communications and Networking, ComNet 2022 - Proceedings",2022,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-1916c5ce68a9e8d6,,"2022 International Conference on Emerging Smart Computing and Informatics, ESCI 2022",2022,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-2b1ca99cf51e35fa,,"2022 Sensor Data Fusion: Trends, Solutions, Applications, SDF 2022",2022,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-180512af8c47e79f,,2022 Urban Geoinformatics,2022,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-9cae4dc0971232fb,,"2023 20th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2023",2023,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-b27ef2a64f606381,,"2023 2nd International Conference on Mechatronics and Electrical Engineering, MEEE 2023",2023,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-326d12ab8c2a1de4,,"2023 3rd International Symposium on Instrumentation, Control, Artificial Intelligence, and Robotics, ICA-SYMP 2023",2023,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-e5baae7a30359521,,"2023 8th International Conference on Robotics and Automation Engineering, ICRAE 2023",2023,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-749c44f13d01bae2,,"2023 9th International Conference on Virtual Reality, ICVR 2023",2023,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-7139948c5ded6b2a,,"2023 IEEE 11th Region 10 Humanitarian Technology Conference, R10-HTC 2023",2023,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-aa709fd9913a7fe1,,"2023 IEEE Green Energy and Smart Systems Conference, IGESSC 2023",2023,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-39f72077206297d2,,"2023 International Conference on Recent Advances in Electrical, Electronics, Ubiquitous Communication, and Computational Intelligence, RAEEUCCI 2023",2023,Scopus,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-408bdebcd5d10cfa,10.13031/oma2023.2023,"2023 Omaha, Nebraska July 9-12, 2023",2023,OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-4f06f79e6cabaa2b,,"2024 4th International Conference on Multimedia Processing, Communication and Information Technology, MPCIT 2024 - Proceedings",2025,Scopus,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-6e68102fa4d80241,,"2024 6th International Academic Exchange Conference on Science and Technology Innovation, IAECST 2024",2024,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-d7c1493c3f02ae02,,"2024 IEEE 8th International Conference on Signal and Image Processing Applications, ICSIPA 2024",2024,Scopus,Q3;Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-7c8613981a043e8e,,"2024 IEEE International Conference on Aerospace Electronics and Remote Sensing Technology, ICARES 2024 - Proceedings",2024,Scopus,Q6,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-a2a3698bd9fdd9b2,,"2024 International Conference on Innovations and Challenges in Emerging Technologies, ICICET 2024",2024,Scopus,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-8bedc2aa511096e4,,"2024 Systems and Information Engineering Design Symposium, SIEDS 2024",2024,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-fb4826dab4069fff,,"2025 2nd International Conference on Multidisciplinary Research and Innovations in Engineering, MRIE 2025",2025,Scopus,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-3b6a4f299d2bffb4,,"2025 33rd European Signal Processing Conference, EUSIPCO 2025 - Proceedings",2025,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-1a143605e4adb346,,"2025 5th International Conference on Computer Systems, ICCS 2025",2025,Scopus,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-0e36d43118d4ac9a,,"2025 6th International Conference on Internet of Things, Artificial Intelligence and Mechanical Automation, IoTAIMA 2025",2025,Scopus,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-f3af78b676df11fd,,"2025 IEEE 6th International Conference in Robotics and Manufacturing Automation, ROMA 2025",2025,Scopus,Q3;Q6,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-2fb3bdf8d9168843,,"2025 IEEE International Conference on Agrosystem Engineering, Technology and Applications, AGRETA 2025",2025,Scopus,Q6,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-db06fb290d4f2627,,"2025 IEEE International Conference on Robotics and Biomimetics, ROBIO 2025",2025,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-b391cf8c32c38c04,,"2025 IEEE Symposium on Computational Intelligence in Image, Signal Processing and Synthetic Media Companion, CISM Companion 2025",2025,Scopus,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-10cca94a6d87c8d8,,"2025 International Conference on Control, Automation and Diagnosis, ICCAD 2025",2025,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
