review_order,record_id,doi,title,year,venue,authors,source_databases,query_ids,openalex_ids,scopus_eids,scopus_links,abstract_available,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,review_status,retrieval_status,retrieval_source,fulltext_path,extraction_status,document_type,ic1,ic2,ic3,ic4,ic5,ec2,ec3,ec4,decision,exclusion_code,evidence_pages,evidence_quote,reviewer,review_date,review_notes,updated_at,evidence_type,study_design,modality,task_scope,identity_mechanism,class_attribute,evaluation,key_finding,limitations
8822,R-d0860625f918cd4c,10.18343/jipi.31.2.385,Innovative Digital Mapping of Soil Organic Matter Content in Oil Palm Using Image Analysis,2026,Jurnal Ilmu Pertanian Indonesia,Ida Ratna Nila; Rahmawati Rahmawati; Muhammad Ari Fahril; Sabrian Tri Anda,OpenAlex,Q6,W7155408656,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8823,R-d608b86acccb24d9,10.19028/jtep.014.1.108-124,Rapid NIR-Based Prediction of Free Fatty Acid and Moisture Content in Intact Oil Palm Fruits Using PLSR and Hybrid PLS–ANN Models,2026,Jurnal Keteknikan Pertanian,Annisy Syahida Aulia; I Wayan Budiastra; Yohanes Aris Purwanto; Yunisa Tri Suci,OpenAlex,Q6,W7154901034,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8824,R-e1991d7c3094d072,10.1016/j.array.2026.100821,Precision agriculture in oil palm: A PCA and SCR-1DResNet-based classification approach,2026,Array,"Hartono (57201306516); Kuswardani, Retna Astuti (57190255008); Suswati (58065774200); Ongko, Erianto (57201886512); Pohan, Ahmad Syukri (59960088300); Marezeki, Reyfaldi (59959103500)",Scopus;OpenAlex,Q6,W7154716679,2-s2.0-105036181063,https://www.scopus.com/pages/publications/105036181063?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8825,R-ef6ab637ce0d6ef8,10.3390/geomatics6010012,Cross-Learner Spectral Subset Optimisation: PLS–Ensemble Feature Selection with Weighted Borda Count for Grapevine Cultivar Discrimination,2026,Geomatics,"Loggenberg, Kyle (57200853560); Strever, Albert (35146695100); Münch, Zahn (6505865851)",Scopus;OpenAlex,Q7,W7125944983,2-s2.0-105031423767,https://www.scopus.com/pages/publications/105031423767?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8826,R-c163355a0a20b7b8,,Improving oil palm fresh fruit bunch grading system via software and hardware modifications,2016,Universiti Putra Malaysia Institutional Repository (Universiti Putra Malaysia),Muhammad Kashfi Shabdin,OpenAlex,Q6,W3191120934,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8827,R-2419ac3e666c6565,,Analysis of Physical Properties Of Oil Palm Fresh Fruit Bunches Using ImageJ,2017,Applied science and technology,Minarni Shiddiq; Roni Salambue; Rasmiana Poja; Arian Trianov Solistio,OpenAlex,Q6,W2620675905,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8828,R-034dc5cfb99c809a,10.1093/ije/dyv095,"Author's reply: Considerations of context, distractions by politics and evaluations of evidence",2015,International Journal of Epidemiology,James Tabery,OpenAlex,Q1,W2173105594,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8829,R-0d53429b041a3619,10.1249/01.mss.0000477615.46313.7e,The Presence Of An Internet-connected Mobile Tablet Computer Reduces Physical Activity Behavior In Children,2015,Medicine & Science in Sports & Exercise,Mallory S. Kobak; Jacob E. Barkley; Andrew Lepp,OpenAlex,Q1,W2470486230,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8830,R-10d6950e1cba2261,10.4172/2157-7625.1000164,"Wildlife Habitat Suitability Analysis at Serengeti National Park (SNP), Tanzania Case Study Loxodonta sp",2015,Journal of Ecosystem & Ecography,John Erasto Sanare; Eltaib Ganawa,OpenAlex,Q6,W2530475874,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8831,R-151ff6e101e1baea,10.5342/michhistrevi.41.2.0081,The Graystone International Jazz Museum: A Brief History,2015,Michigan Historical Review,Veronica M. Grandison; Richard Marcil,OpenAlex,Q1,W2319190769,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8832,R-19b9695826275f1d,10.6092/unina/fedoa/10219,Assessment of landslide susceptibility in Structurally Complex Formations by integration of different A-DInSAR techniques,2015,Università degli Studi di Napoli Federico II,Alessandro Novellino,OpenAlex,Q1,W1941048314,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8833,R-1b459f48572d6d0a,10.1111/jaac.12212,"Carroll, Noël. Minerva's Night Out: Philosophy, Pop Culture, and Moving Pictures. Malden, MA: Wiley-Blackwell, 2013, x + 358 pp., $99.95 cloth, $29.95 paper.",2015,Journal of Aesthetics and Art Criticism,Darren Hudson Hick,OpenAlex,Q1,W2146229041,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8834,R-1b4bcaa6ae8c3ad2,10.1177/0740277515605296,RusNet on the Offensive,2015,World Policy Journal,Andreĭ Soldatov; Irina Borogan,OpenAlex,Q1,W2330902412,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8835,R-1ddd684b27ea9547,10.3390/land4030670,"Modelling Deforestation and Land Cover Transitions of Tropical Peatlands in Sumatra, Indonesia Using Remote Sensed Land Cover Data Sets",2015,Land,Ian Elz; Kevin Tansey; Susan Page; Mandar Trivedi,OpenAlex,Q6,W2121164470,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8836,R-24a2fb9bb28300bd,10.1525/jams.2015.68.2.455,Review: The Josquin Research Project by Jesse Rodin and Craig Sapp,2015,Journal of the American Musicological Society,Andrew Kirkman,OpenAlex,Q1,W2327309260,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8837,R-293b61205ee4e529,10.1088/1748-0221/10/04/c04043,Similarities and differences of recent hybrid pixel detectors for X-ray and high energy physics developed at the Paul Scherrer Institut,2015,Journal of Instrumentation,G. Tinti; A. Bergamaschi; S. Cartier; R. Dinapoli,OpenAlex,Q1,W2035125965,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8838,R-2f2f54602e2ecf38,10.1177/0740277515623742,The Hangover,2015,World Policy Journal,Ricardo Ávila,OpenAlex,Q1,W2334127799,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8839,R-2fb741e238e79d02,10.5325/editwharrevi.33.1.0088,<i>The Shadow of a Doubt</i>: Discovering a New Work by Edith Wharton,2015,Edith Wharton Review,Mary Chinery; Laura Rattray,OpenAlex,Q1,W2619725971,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8840,R-31fbb64d932643e0,10.1215/23289252-2867679,They Look Back,2015,TSQ Transgender Studies Quarterly,Paige Johnson,OpenAlex,Q1,W2278261147,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8841,R-334c20ad4cab020f,10.1249/fit.0000000000000142,Promoting Weight Management Using Technology,2015,ACSMʼs Health & Fitness Journal,Barbara A. Bushman,OpenAlex,Q1,W2980593156,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8842,R-3b4ff16af7bd02fa,10.5204/mcj.1010,Painting the Town Blue and Green: Curating Street Art through Urban Mobile Gaming,2015,M/C Journal,Kyle Moore,OpenAlex,Q1,W1886952957,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8843,R-4dc5ad539f7d92d5,10.1215/07990537-3139262,Tia,2015,Small Axe A Caribbean Journal of Criticism,Damian Femi Rene,OpenAlex,Q1,W4255120481,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8844,R-5f78952f99eb66f5,10.15200/winn.143618.83091,Heat waves and the cool risk management solutions for companies affected by them,2015,The Winnower,Laura Hershey,OpenAlex,Q1,W1459583131,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8845,R-6ce2c064190bb81e,10.1063/pt.3.2852,Focus on software and semiconductor equipment,2015,Physics Today,Andreas Mandelis,OpenAlex,Q1,W828483823,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8846,R-6e2b00e32b1c6395,10.1525/jams.2015.68.2.429,Review: The Art of Grafted Song: Citation and Allusion in the Age of Machaut by Yolanda Plumley,2015,Journal of the American Musicological Society,Anna Zayaruznaya,OpenAlex,Q1,W2290798994,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8847,R-e9f2952ceee2f9ac,10.1118/1.4925227,SU-F-BRA-16: Development of a Radiation Monitoring Device Using a Low-Cost CCD Camera Following Radionuclide Therapy,2015,Medical Physics,Sameer Taneja; Leonard Che Fru; V Desai; Jarrod M. Lentz,OpenAlex,Q1,W1033046642,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8848,R-fa222fc7a7ee900b,10.1097/01.eem.0000472670.79286.29,After the Match,2015,Emergency Medicine News,Thomas D. Cook,OpenAlex,Q1,W2886482151,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8849,R-fe35d2bffb538ef3,10.1016/j.egypro.2015.11.549,Policy Assessment of Potential Biodiesel Feedstock Supply in Thailand,2015,Energy Procedia,Jutaporn Keson; Adisorn Ratchaniphont; Sangdao Wongsai; Noppachai Wongsai,OpenAlex,Q6,W2465251616,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8850,M-86c43afcc72feb90,10.22302/ppbbi.jur.mp.v82i1.26,"Potensi masak tebang lima tipe sagu (Metroxylon sagu Rottb.) di kawasan hutan sagu Sentani, Papua Mature palm potency of five types of sago (Metroxylon sagu Rottb.) at sago forest area of Sentani, Papua",2016,E-Journal Menara Perkebunan,Tati Rostiwati; Rina BOGIDARMANTI; Batseba A SURIPATTY; Sofwan Bustomi,OpenAlex,Q1,W2600355436;W4235289638,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8851,R-046e4a1aecf4bc03,10.5406/19457987.37.1.09,Getting Right with Lincoln versus Getting Lincoln Right,2016,The Journal of the Abraham Lincoln Association,Barry Schwartz,OpenAlex,Q1,W4408323183,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8852,R-091987a6759c5cd2,10.1556/066.2016.1111,Make a choice! Visual attention and choice behaviour in multialternative food choice situations,2016,Acta Alimentaria,"Danner, L. (55582835200); De Antoni, N. (57132973800); Gere, A. (51664760800); Sipos, L. (36785326000); Kovács, S. (22985145000); Dürrschmid, K. (24465015000)",Scopus;OpenAlex,Q1,W2546626394,2-s2.0-84994130624,https://www.scopus.com/pages/publications/84994130624?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8853,R-14ec28ebf44c8ae8,10.4324/9781315562087.ch9,Writing the design history of computers,2016,SHURA (Sheffield Hallam University Research Archive) (Sheffield Hallam University),Paul Atkinson,OpenAlex,Q1,W2531976867,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8854,R-15eb13d04e58ec60,10.3390/insects7020022,Field method for testing repellency of an icaridin-containing skin lotion against vespidwasps,2016,Insects,"Boevé, Jean-Luc (6603725577); Eertmans, Frank (59754849300); Adriaens, Els (6602415337); Rossel, Bart (24923979800)",Scopus;OpenAlex,Q1,W2418719269,2-s2.0-84973321137,https://www.scopus.com/pages/publications/84973321137?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8855,R-22877b6b9634307d,10.1194/jlr.m066613,The effects of apolipoprotein B depletion on HDL subspecies composition and function,2016,Journal of Lipid Research,W. Sean Davidson; Anna Heink; Hannah Sexmith; John Melchior,OpenAlex,Q1,W2288425629,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8856,R-2aead409390739a9,10.25911/5d76376564bb6,"The Socioecology, and the Effects of Human Activity on It, of the Annamese Silvered Langur (Trachypithecus margarita) in Northeastern Cambodia",2016,ANU Open Research (Australian National University),Alvaro Gonzalez Monge,OpenAlex,Q1,W2606167549,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8857,R-2b428867cbf92827,10.2183/pjab.92.346,Dynamics of memory-guided choice behavior in Drosophila,2016,Proceedings of the Japan Academy Series B: Physical and Biological Sciences,"Ichinose, Toshiharu (56481230400); Tanimoto, Hiromu (7102998093)",Scopus;OpenAlex,Q1,W2531038783,2-s2.0-84992458088,https://www.scopus.com/pages/publications/84992458088?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8858,R-32e34d3b6a0acf90,10.5937/savpoljteh1602129p,Changes in some parameters of the blood count among farmers exposed to pesticides,2016,Savremena poljoprivredna tehnika,Bela Prokeš; M. Simikić; L Savin,OpenAlex,Q1,W2910080349,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8859,R-3af8d21b70921f5f,10.13016/m2f86q,LAND USE AND LAND COVER CHANGE AS A DRIVER OF ECOSYSTEM DEGRADATION ACROSS BIOMES,2016,University Libraries (University of Maryland),Praveen Noojipady,OpenAlex,Q6,W2740260532,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8860,R-51dfe3cc95d65c67,10.1109/ism.2016.0101,Denoising Using Inverse-Distance Weighting with Sparse Approximation,2016,,Bo‐Hao Chen; Chia-Hao Chang; Shih-Chia Huang,OpenAlex,Q1,W2576143412,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8861,R-53e73837039c9ebc,10.1111/ecog.01179,Relating mesocarnivore relative abundance to anthropogenic land-use with a hierarchical spatial count model,2016,Ecography,"Crimmins, Shawn M. (25627170300); Walleser, Liza R. (55901874600); Hertel, Dan R. (36137140300); Mckann, Patrick C. (37104688200); Rohweder, Jason J. (23467997300); Thogmartin, Wayne E. (6602516830)",Scopus;OpenAlex,Q1,W1763987301,2-s2.0-84934326508,https://www.scopus.com/pages/publications/84934326508?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8862,R-563c0225f49fb641,10.1111/erev.12200,Countering Violence in the Name of God in Present Day Palestine/Israel,2016,The Ecumenical Review,Jamal Khader,OpenAlex,Q1,W2515816724,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8863,R-5ecee54b996fa4a6,10.25675/10217/180980,"Cawston Game Ranch, Zimbabwe: facts and figures",2016,Digital Collections of Colorado (Colorado State University),"Vernon R. Booth; International Wildlife Ranching Symposium, Publisher",OpenAlex,Q1,W3096862758,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8864,R-83a2055840c990e7,10.1097/01.nep.0000480673.43077.85,Consumer Electronics Show 2016,2016,Nursing Education Perspectives,Diane J. Skiba,OpenAlex,Q1,W2499067082,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8865,R-84c583c34854c136,10.1086/685955,Comment,2016,NBER Macroeconomics Annual,Erik Hurst,OpenAlex,Q1,W4246568003,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8866,R-9ee4af11032bfbcf,10.17576/jsm-2016-4512-11,"Analysis of land use and land cover changes in Gombak, Selangor using remote sensing data; [Analisis Perubahan Guna Tanah dan Litupan Bumi di Gombak, Selangor Menggunakan Data Penderiaan Jauh]",2016,Sains Malaysiana,"Asnawi, Nur Hakimah (59912658000); Choy, Lam Kuok (56784972200)",Scopus;OpenAlex,Q6,W2562290504,2-s2.0-85015619000,https://www.scopus.com/pages/publications/85015619000?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8867,R-bbce2d17cb379925,10.1111/cobi.12670,"Biosecurity, Bibliometrics, and Conservation Biology",2016,Conservation Biology,Marco Pautasso,OpenAlex,Q1,W2419094891,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
8868,R-c892ed93265c87d0,10.20868/upm.thesis.43773,New techniques and methods for cold chain monitoring and tracking in perishable products,2016,,Ricardo Badía Melis,OpenAlex,Q1,W2545511324,,,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
