record_id,doi,title,year,source_databases,query_ids,abstract_available,abstract_screen_decision,abstract_screen_exclusion_code,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,global_output_evidence,full_text_status
R-76d795a780f5ea3b,,"17th International Conference on Intelligent Autonomous Systems, IAS-17",2023,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9ff83fcdef3ba879,,"17th International Symposium on Neural Networks, ISNN 2020",2020,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-56371acbdaa9f59a,,"17th Pacific-Rim Conference on Multimedia, PCM 2016",2016,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7672e6d40ef9a52d,,"18th IFIP WG 12.5 International Conference on Artificial Intelligence Applications and Innovations, AIAI 2022",2022,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-cba023de7fc0fe37,,"18th International Conference on Advanced Concepts for Intelligent Vision Systems, ACIVS 2017",2017,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-8245b95a75e101fb,,"18th International Conference on Informatics in Control, Automation and Robotics, ICINCO 2021",2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-48ab416d7fa2df2f,,"18th International Conference on Intelligent Computing, ICIC 2022",2022,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-0394d8ac468a2414,,"19th EPIA Conference on Artificial Intelligence, EPIA 2019",2019,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-81ea053f9233e693,,"19th International Conference on Computational Science, ICCS 2019",2019,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-47257cc443b97662,,"19th International Conference on Informatics in Control, Automation and Robotics, ICINCO 2022",2022,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-d4783d06ebd3f27d,,"19th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications, VISIGRAPP 2024",2024,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-728bbb3c2e97597b,,"19th International Symposium on Bioinformatics Research and Applications, ISBRA 2023",2023,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ab4944497ed2a738,,"19th International Symposium on Neural Networks, ISNN 2025",2026,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9504f727a6eedfdc,,"19th Pacific-Rim Conference on Multimedia, PCM 2018",2018,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-38e5582a6a188e98,,"1st Chinese Conference on Computer Vision, CCCV 2015",2015,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-4ab88502b66309d0,,"1st EAI International Conference on Artificial Intelligence for Communications and Networks, AICON 2019",2019,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7df80c7ecf90439e,,"1st EAI International Conference on Intelligent Systems with Applications in Communications, Computing and IoT, ICISCCI 2024",2026,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-68a488de13e9acf3,,"1st International Conference on Advances in Smart Computing and Applications, ICASCA 2025",2026,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-422249543874c6ed,,"1st International Conference on Agriculture-Centric Computation, ICA 2023",2023,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-3ec12d9af7bb82d9,,"1st International Conference on Artificial Intelligence and Data Science, ICAIDS 2021",2022,Scopus,Q7,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-6fdf3a8385bf10af,,"1st International Conference on Artificial Intelligence Towards Smart Sustainable Society, AISSS 2023",2024,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-bd004dcdebba8dfc,,"1st International Conference on Computational Intelligence and Informatics, ICCII 2016",2017,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-97d3620c54320b77,,"1st International Conference on Intelligent Systems in Computing and Communications, ISCComm 2023",2025,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-435a0702b891f499,,"1st International Conference on on Computational Intelligence in Engineering Science, ICCIES 2025",2026,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-f48c067824a21d3e,,"1st International Conference on Pattern Analysis and Machine Intelligence, ICPAMI 2024",2025,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-8e3f7953942fd487,,"1st International Conference on Smart and Sustainable Agriculture, SSA 2021",2021,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-4cc59bc42ab10c82,,"1st International Graduate Conference on Smart Agriculture and Green Renewable Energy, SAGE-Grace 2024",2024,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9cd03790a4258c24,,"1st International Symposium on Geometry and Vision, ISGV 2021",2021,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-b6e355e48c3ba645,,"1st International Symposium on Systems Modelling and Simulation, SMS 2024",2025,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e9e24d19064a9e4b,10.48550/arxiv.2012.13498,1st Place Solution to VisDA-2020: Bias Elimination for Domain Adaptive Pedestrian Re-identification,2020,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: 1st Place Solution to VisDA-2020: Bias Elimination for Domain Adaptive Pedestrian Re-identification. This paper presents our proposed methods for domain adaptive pedestrian re-identification (Re-ID) task in Visual Domain Adaptation Challenge (VisDA-",,pending
R-03ce65296ebcf13e,,1st Vegetable Oil International Conference 2023 on Socio-Economic and Ecological Approaches,2024,Scopus,Q3;Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-23cb2e7ed93bf0b3,10.1080/17538947.2017.1337820,2-D delineation of individual citrus trees from UAV-based dense photogrammetric surface models,2018,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fdb483ed63d56282,10.1136/bjsports-2023-concussion.215,2.24 Testing performance in reaction time/eye tracking tasks using screen and paper and pencil assessments in Zambian football athletes,2024,OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-47bf248557c5a851,10.2337/db24-2009-lb,2009-LB: Deep Learning Enhances Chromatin Accessibility Signals and Discovers Links with Genetic Variations in Skeletal Muscle Rare Cells,2024,OpenAlex,Q7,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-ad97090c7ba87ce2,,2012-2013 U.S. Geological Survey LiDAR: Territory of Guam,2018,OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: cross-view, association, reconstruction, or point-cloud evidence; full-text review required","cross-view, association, reconstruction, or point-cloud evidence: Territory of Guam. This data set is an LAZ (compressed LAS) format file containing LIDAR point cloud data. Territory of Guam, LiDAR Task G11PD01189 This task order is for production of surface model products of The Territory of Guam. The models are p",,pending
R-add77dd06689f159,,"2014 IEEE International Conference on Vehicular Electronics and Safety, ICVES 2014",2015,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-c5c5cc85dbe96823,,"2015 12th International Conference on Ubiquitous Robots and Ambient Intelligence, URAI 2015",2015,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-f1cf6f1d18f041dc,10.13020/d6c016,2015 Twin Cities Metropolitan Area Urban Tree Canopy Assessment,2015,OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: gery, LIDAR data, and ancillary thematic layers. These data sets were integrated using an Object-Based Image Analysis (OBIA) approach through multi-resolution image segmentation and an iterative set of classification commands in the form of customized rulesets. eCognition® Developer was used to develop the rulesets and produc",,pending
R-07c7caad3eafd45d,,"2016 IEEE International Conference on Computational Intelligence and Computing Research, ICCIC 2016",2017,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-b29f1a9e05bdb846,,"2017 International Conference on Control, Automation and Information Sciences, ICCAIS 2017",2017,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-a274718f921ee5d1,,"2017 International Conference on Indoor Positioning and Indoor Navigation, IPIN 2017",2017,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ac77176933acfad4,,"2017 International Conference on Intelligent Computing, Instrumentation and Control Technologies, ICICICT 2017",2017,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-6238374fec845fc6,,"2017 International Conference on Localization and GNSS, ICL-GNSS 2017",2018,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-506cf48a71ffcacb,,"2017 Symposium on Sensor Data Fusion: Trends, Solutions, Applications, SDF 2017",2017,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-40a5154873738875,,"2018 3rd International Conference on Robotics and Automation Engineering, ICRAE 2018",2018,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-3cbb3b23805764f2,,"2018 IEEE 4th International Conference on Identity, Security, and Behavior Analysis, ISBA 2018",2018,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-9593bb25e5d77bf5,,"2018 International Conference on Unmanned Aircraft Systems, ICUAS 2018",2018,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-411ca191667de6b8,,"2019 Joint Urban Remote Sensing Event, JURSE 2019",2019,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-644c6c55dcdd38d1,,"2020 IEEE International Conference on Consumer Electronics - Taiwan, ICCE-Taiwan 2020",2020,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-cb8cb7de2715b6ed,,"2020 IEEE International Conference on Informatics, IoT, and Enabling Technologies, ICIoT 2020",2020,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-c3aba1cb1bcd2586,,"2020 IEEE International Conference on Multimedia and Expo, ICME 2020",2020,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-fa2efc672ea09fea,,"2020 IEEE International Conference on Real-Time Computing and Robotics, RCAR 2020",2020,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-7506292637ef46f7,,"2020 Virtual Symposium in Plant Omics Sciences, OMICAS 2020 - Conference Proceedings",2020,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-c0353839903dd4d3,,"2021 11th Brazilian Symposium on Computing Systems Engineering, SBESC 2021",2021,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
